,level_0,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,original_index,date,screen_name,tweet,tweet_id,cashtag,hashtag,primary_cashtag,year,month,tokens,Polarity,weekday,date_only,stock_price_change
241,310,310,25646,25646,25646,25646,27.0,2020-10-01 02:54:03,AlexDelarge6553,Smart buy prices for tomorrow. Set these prices and see if you get lucky$spom under 10 cents$abce at .0009 should open .0011$hdii .039 steal$Paso .019 steal$enzc .0049 steal$Jada .11 steal $ipnff .17 stealAll these would be great dip buys. If you're into bargain shopping https://t.co/kgwqXUsPZG,1.3114995904247237e+18,"['$spom', '$abce', '$hdii', '$Paso', '$enzc', '$Jada', '$ipnff']",[],SPOM,2020,10,"['smart', 'buy', 'prices', 'tomorrow', 'set', 'prices', 'lucky', 'cents', 'open', 'steal', 'steal', 'steal', 'steal', 'stealall', 'great', 'dip', 'buys', 'bargain', 'shopping']",0.3380952380952381,3,2020-10-01,0.0889
242,311,311,25649,25649,25649,25649,32.0,2020-10-01 01:18:19,AlexDelarge6553,@999Stacey999 a young pubic company. $spom with its 3rd earning coming up.,1.311475499940696e+18,['$spom'],[],SPOM,2020,10,"['young', 'pubic', 'company', 'earning', 'coming']",0.05,3,2020-10-01,0.0889
243,312,312,25654,25654,25654,25654,40.0,2020-10-01 01:19:56,AlexDelarge6553,@999Stacey999 the first was post-merger the hype on 400 million in gerpang revs the second run to 60 cents was pre 1st earnings the $spom dropped on 2 covid delays,1.3114759032188068e+18,['$spom'],[],SPOM,2020,10,"['post', 'merger', 'hype', 'million', 'gerpang', 'revs', 'second', 'run', 'cents', 'pre', 'earnings', 'dropped', 'covid', 'delays']",0.125,3,2020-10-01,0.0889
244,313,313,25655,25655,25655,25655,43.0,2020-10-01 01:37:13,AlexDelarge6553,@lionofwst im loading $spom $hdii again i love it,1.3114802542848614e+18,"['$spom', '$hdii']",[],SPOM,2020,10,"['loading', 'love']",0.5,3,2020-10-01,0.0889
245,314,314,25660,25660,25660,25660,48.0,2020-10-01 02:10:50,AlexDelarge6553,@bigpapa23252768 so smart!! $spom sale,1.3114887160374108e+18,['$spom'],[],SPOM,2020,10,"['smart', 'sale']",0.3348214285714285,3,2020-10-01,0.0889
246,315,315,23465,23465,23465,23465,2.0,2020-11-09 01:38:19,AlexDelarge6553,Monday list !1 $spom under radar $spom week2 $opti massive3 $gmpw newaBig three!!$5k I'll show my buy at some point! Tomorrow,1.325613659360551e+18,"['$spom', '$spom', '$opti', '$gmpw']",[],SPOM,2020,11,"['monday', 'list', 'radar', 'week', 'massive', 'newabig', 'buy', 'point', 'tomorrow']",0.0,0,2020-11-09,0.1458
247,316,316,23467,23467,23467,23467,4.0,2020-11-09 18:23:51,AlexDelarge6553,$spom earning coming any day now!! there is a reason why!!! https://t.co/jygN1PoyEA,1.325866710080123e+18,['$spom'],[],SPOM,2020,11,"['earning', 'coming', 'day', 'reason']",0.0,0,2020-11-09,0.1458
248,317,317,23470,23470,23470,23470,9.0,2020-11-09 17:13:15,AlexDelarge6553,$spom confirmed Lawyer and accountant verbal verify on-time or early Posting financials!! buy all the $spom s you can record earning coming! https://t.co/WWIgsdYbgq,1.3258489412215972e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['confirmed', 'lawyer', 'accountant', 'verbal', 'verify', 'time', 'early', 'posting', 'financials', 'buy', 'record', 'earning', 'coming']",0.29765625,0,2020-11-09,0.1458
249,318,318,23473,23473,23473,23473,14.0,2020-11-09 14:57:19,AlexDelarge6553,Oh!! It's $spom week! buy https://t.co/3rBaM9zy0q,1.3258147321090662e+18,['$spom'],[],SPOM,2020,11,"['week', 'buy']",0.0,0,2020-11-09,0.1458
250,319,319,23475,23475,23475,23475,16.0,2020-11-09 17:41:32,AlexDelarge6553,$spom week!! $spom up 17% on Monday!! https://t.co/VD7L87UXLN,1.325856057797849e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['week', 'monday']",0.0,0,2020-11-09,0.1458
251,320,320,23477,23477,23477,23477,18.0,2020-11-09 15:12:53,AlexDelarge6553,$spom smart! https://t.co/dUH8Qx0UVu,1.325818648863322e+18,['$spom'],[],SPOM,2020,11,['smart'],0.26785714285714285,0,2020-11-09,0.1458
252,322,322,23485,23485,23485,23485,29.0,2020-11-09 18:53:45,AlexDelarge6553,@scottiewick $spom is my favorite. no bag of $spom here! and been pumping since February 18th 2020. and wont stop!,1.3258742339484303e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['favorite', 'bag', 'pumping', 'february', 'wont', 'stop']",0.78125,0,2020-11-09,0.1458
253,323,323,23493,23493,23493,23493,40.0,2020-11-09 15:14:53,AlexDelarge6553,$spom $hpst $gmpw buys today https://t.co/Wk0AKRWRsx,1.325819152767066e+18,"['$spom', '$hpst', '$gmpw']",[],SPOM,2020,11,"['buys', 'today']",0.0,0,2020-11-09,0.1458
254,324,324,23494,23494,23494,23494,41.0,2020-11-09 18:42:43,AlexDelarge6553,$spom  week people!! https://t.co/Ki5s78215n,1.325871455037481e+18,['$spom'],[],SPOM,2020,11,"['week', 'people']",0.0,0,2020-11-09,0.1458
255,325,325,23499,23499,23499,23499,48.0,2020-11-09 18:54:58,AlexDelarge6553,He Thinks I have $spom bags!! He must not remember $spom at 7 cents https://t.co/i4bmuUv17z https://t.co/Fr8IV7Eid6,1.325874539318956e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['thinks', 'bags', 'remember', 'cents']",0.0,0,2020-11-09,0.1458
256,326,326,23500,23500,23500,23500,49.0,2020-11-09 16:36:18,AlexDelarge6553,$spom news!! If earnings done early!! Thats a good thing!!@paulabinvest is a reliable source!! BUY $SPOM ITS $SPOM WEEK!! https://t.co/VMWI72ip4r https://t.co/aus4hwcrGG,1.325839642634154e+18,"['$spom', '$SPOM', '$SPOM']",[],SPOM,2020,11,"['news', 'earnings', 'early', 'thats', 'good', 'thing', 'reliable', 'source', 'buy', 'week']",0.578125,0,2020-11-09,0.1458
257,332,332,23539,23539,23539,23539,5.0,2020-11-06 17:21:51,AlexDelarge6553,@CanaanIsLegend Ya! cant argue there! go $spom https://t.co/yL9kocbt3V,1.324763942724526e+18,['$spom'],[],SPOM,2020,11,['argue'],0.0,4,2020-11-06,0.0
258,334,334,23548,23548,23548,23548,19.0,2020-11-06 17:19:14,AlexDelarge6553,$spom week 7 buying days left!! https://t.co/fiFCaDuf8o,1.3247632843026678e+18,['$spom'],[],SPOM,2020,11,"['week', 'buying', 'days', 'left']",0.0,4,2020-11-06,0.0
259,335,335,23552,23552,23552,23552,27.0,2020-11-06 15:57:16,AlexDelarge6553,$spom great entry https://t.co/6cEwXxoERX,1.3247426576718602e+18,['$spom'],[],SPOM,2020,11,"['great', 'entry']",0.8,4,2020-11-06,0.0
260,336,336,23555,23555,23555,23555,30.0,2020-11-06 18:23:35,AlexDelarge6553,i do not support this tweet go $spom https://t.co/TOrf9o6wVG,1.3247794786529567e+18,['$spom'],[],SPOM,2020,11,"['support', 'tweet']",0.0,4,2020-11-06,0.0
261,337,337,23557,23557,23557,23557,32.0,2020-11-06 15:58:34,AlexDelarge6553,@JonnyGz0 10 days left. watch this big day. im loading $spom quietly. been load all week ill take em,1.3247429835944837e+18,['$spom'],[],SPOM,2020,11,"['days', 'left', 'watch', 'big', 'day', 'loading', 'quietly', 'load', 'week', 'ill']",-0.125,4,2020-11-06,0.0
262,338,338,23560,23560,23560,23560,37.0,2020-11-06 15:00:13,AlexDelarge6553,@OTCbigplays yes it's a successful merger and he's on the $spom board $adgs next $hdii after 2 in a year impressive,1.3247282977884815e+18,"['$spom', '$adgs', '$hdii']",[],SPOM,2020,11,"['yes', 'successful', 'merger', 'board', 'year', 'impressive']",0.5833333333333334,4,2020-11-06,0.0
263,339,339,23561,23561,23561,23561,41.0,2020-11-06 17:18:38,AlexDelarge6553,$spom smart https://t.co/lZ1AtMGpks,1.3247631310512005e+18,['$spom'],[],SPOM,2020,11,['smart'],0.21428571428571427,4,2020-11-06,0.0
264,340,340,23595,23595,23595,23595,46.0,2020-11-06 05:18:32,AlexDelarge6553,Everyone please do you! Sorry for always being late. go $spom $opti $brtxq https://t.co/J80kkXOeG1,1.3245819146620846e+18,"['$spom', '$opti', '$brtxq']",[],SPOM,2020,11,"['sorry', 'late']",-0.4,4,2020-11-06,0.0
265,341,341,23598,23598,23598,23598,6.0,2020-11-05 17:42:13,AlexDelarge6553,$spom .099 order please sell em to me! https://t.co/TSxiXRvZGt,1.3244066808855798e+18,['$spom'],[],SPOM,2020,11,"['order', 'sell']",0.0,3,2020-11-05,-0.1903
266,342,342,23617,23617,23617,23617,32.0,2020-11-05 17:36:42,AlexDelarge6553,Never!!! $spom week is two weeks!! just $opti is hot! https://t.co/oeKbKmn3At,1.324405292633903e+18,"['$spom', '$opti']",[],SPOM,2020,11,"['week', 'weeks', 'hot']",0.3125,3,2020-11-05,-0.1903
267,343,343,23629,23629,23629,23629,13.0,2020-11-05 15:35:18,AlexDelarge6553,Adding $spom under .10! https://t.co/2FRUNfcsXR,1.3243747390124892e+18,['$spom'],[],SPOM,2020,11,['adding'],0.0,3,2020-11-05,-0.1903
268,344,344,23637,23637,23637,23637,30.0,2020-11-05 14:47:53,AlexDelarge6553,@dazanator101 lol no $spom earnings in 11 day im $spom long. i buy $spom 9s,1.3243628058107617e+18,"['$spom', '$spom', '$spom']",[],SPOM,2020,11,"['lol', 'earnings', 'day', 'long', 'buy']",0.375,3,2020-11-05,-0.1903
269,345,345,23639,23639,23639,23639,38.0,2020-11-05 16:29:25,AlexDelarge6553,$spom 9s thanks! Not selling! For those who ask! And did 3 of those! Go $spom 11 days! Till massive earnings! https://t.co/DDr3zczexX,1.3243883590584443e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['thanks', 'selling', 'ask', 'days', 'till', 'massive', 'earnings']",0.30517578125,3,2020-11-05,-0.1903
270,346,346,23640,23640,23640,23640,39.0,2020-11-05 17:11:06,AlexDelarge6553,SORRY $SPOM! YOU MOVE TO # 2 $OPTI IS MY #1 TILL FURTHER NOTICE!! OTC IS A FICKLE BITCH!!$OPTI WEEK! AND $SPOM WEEK!! https://t.co/k04eMlLokA,1.3243988493440983e+18,"['$SPOM', '$OPTI', '$OPTI', '$SPOM']",[],SPOM,2020,11,"['sorry', 'till', 'notice', 'otc', 'fickle', 'bitch', 'week', 'week']",-0.3125,3,2020-11-05,-0.1903
271,347,347,23641,23641,23641,23641,40.0,2020-11-05 00:37:21,AlexDelarge6553,@PollardsGents @Nickyla95228518 Its always been just $spom week. Sounds better than $spom weeks https://t.co/9zstQtnXhP,1.324148762168746e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['week', 'sounds', 'better', 'weeks']",0.5,3,2020-11-05,-0.1903
272,348,348,23645,23645,23645,23645,1.0,2020-11-04 21:16:24,AlexDelarge6553,@kkassam11 Great entry you'll be $spom happy,1.3240981930392166e+18,['$spom'],[],SPOM,2020,11,"['great', 'entry', 'happy']",0.8,2,2020-11-04,-0.2095
273,349,349,23647,23647,23647,23647,3.0,2020-11-04 17:09:18,AlexDelarge6553,Ok $spom ers you have less than 4 hours to get in before it hits 25 cents today!! https://t.co/AAtoKe9OvM,1.324036009634517e+18,['$spom'],[],SPOM,2020,11,"['ers', 'hours', 'hits', 'cents', 'today']",0.11979166666666667,2,2020-11-04,-0.2095
274,350,350,23648,23648,23648,23648,4.0,2020-11-04 19:57:57,AlexDelarge6553,@OTCbigplays $spom week is a two week run this is middle of the first week! It's early,1.324078452677509e+18,['$spom'],[],SPOM,2020,11,"['week', 'week', 'run', 'middle', 'week', 'early']",0.13749999999999998,2,2020-11-04,-0.2095
275,351,351,23652,23652,23652,23652,9.0,2020-11-04 22:27:30,AlexDelarge6553,Thursday list winners1 $spom week bounce back2 $brgo news 3 $cbbt 4 $egyf expoles soon5 $arexq merger 6 $csoc alert soon7 $alst 8 $brtxq 8k 9 $nphc 10 $couv https://t.co/J2NP6esvfx,1.324116085742981e+18,"['$spom', '$brgo', '$cbbt', '$egyf', '$arexq', '$csoc', '$alst', '$brtxq', '$nphc', '$couv']",[],SPOM,2020,11,"['thursday', 'list', 'winners', 'week', 'bounce', 'news', 'expoles', 'soon', 'merger', 'alert', 'soon']",0.0,2,2020-11-04,-0.2095
276,352,352,23653,23653,23653,23653,11.0,2020-11-04 17:33:07,AlexDelarge6553,$spom smart! https://t.co/Cp2oM0lTBL,1.324042002477056e+18,['$spom'],[],SPOM,2020,11,['smart'],0.26785714285714285,2,2020-11-04,-0.2095
277,353,353,23657,23657,23657,23657,17.0,2020-11-04 18:50:56,AlexDelarge6553,110% buy alert $spom 12 days till earnings 10 million in revenues(4.7 million 2nd qtr) for 11 cents!!! 3rd earning report ever!! $spom should hit dollars in February!! https://t.co/4bnV2hA1gD,1.324061586097607e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['buy', 'alert', 'days', 'till', 'earnings', 'million', 'revenues', 'million', 'qtr', 'cents', 'earning', 'report', 'hit', 'dollars', 'february']",0.0,2,2020-11-04,-0.2095
278,354,354,23661,23661,23661,23661,28.0,2020-11-04 19:15:43,AlexDelarge6553,$spom time!!! https://t.co/29JmjBNMQK,1.3240678219916657e+18,['$spom'],[],SPOM,2020,11,['time'],0.0,2,2020-11-04,-0.2095
279,355,355,23663,23663,23663,23663,33.0,2020-11-04 17:19:21,AlexDelarge6553,@Brent41988196 Im in big!! $spom strong,1.3240385360064553e+18,['$spom'],[],SPOM,2020,11,"['big', 'strong']",0.21666666666666665,2,2020-11-04,-0.2095
280,356,356,23664,23664,23664,23664,34.0,2020-11-04 18:57:02,AlexDelarge6553,@GoldenStocks888 $spom love it!!,1.324063118939562e+18,['$spom'],[],SPOM,2020,11,['love'],0.78125,2,2020-11-04,-0.2095
281,357,357,23665,23665,23665,23665,35.0,2020-11-04 17:18:42,AlexDelarge6553,$spom Chart 12 days till earnings!! $spom week is two weeks!! https://t.co/o7CK9CgCwF,1.324038372923478e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['chart', 'days', 'till', 'earnings', 'week', 'weeks']",0.0,2,2020-11-04,-0.2095
282,358,358,23666,23666,23666,23666,38.0,2020-11-04 20:09:21,AlexDelarge6553,Come on $spom ers lets move this!!!  New $spom ers jump it cheap!! Big 12 day run coming!!! Lets do this!! https://t.co/LT0Ee0azwj,1.3240813185028465e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['come', 'ers', 'lets', 'new', 'ers', 'jump', 'cheap', 'big', 'day', 'run', 'coming', 'lets']",0.2537878787878788,2,2020-11-04,-0.2095
283,359,359,23668,23668,23668,23668,40.0,2020-11-04 18:35:58,AlexDelarge6553,@Dylanmoran2013 @Brent41988196 good $spom er!!,1.3240578200195236e+18,['$spom'],[],SPOM,2020,11,['good'],1.0,2,2020-11-04,-0.2095
284,360,360,23671,23671,23671,23671,46.0,2020-11-04 17:21:56,AlexDelarge6553,$spom 12 days https://t.co/26B7QYXhDN,1.3240391863793992e+18,['$spom'],[],SPOM,2020,11,['days'],0.0,2,2020-11-04,-0.2095
285,361,361,23672,23672,23672,23672,49.0,2020-11-04 22:10:41,AlexDelarge6553,@MarcusP15142113 that will be a good move. $spom,1.3241118531365478e+18,['$spom'],[],SPOM,2020,11,['good'],0.7,2,2020-11-04,-0.2095
286,362,362,23675,23675,23675,23675,6.0,2020-11-04 06:42:26,AlexDelarge6553,@ScottSangren I KNOW THAT!! I HAD TO TRY!! BUY $SPOM! A WIN IS A WIN,1.3238782542819205e+18,['$SPOM'],[],SPOM,2020,11,"['know', 'try', 'buy', 'win', 'win']",0.8,2,2020-11-04,-0.2095
287,363,363,23676,23676,23676,23676,7.0,2020-11-04 16:16:57,AlexDelarge6553,$spom 12 days till earnings this is the time to buy after 4 straight green days https://t.co/s4ze2dYk1U,1.3240228351704517e+18,['$spom'],[],SPOM,2020,11,"['days', 'till', 'earnings', 'time', 'buy', 'straight', 'green', 'days']",0.0,2,2020-11-04,-0.2095
288,364,364,23677,23677,23677,23677,8.0,2020-11-04 15:41:47,AlexDelarge6553,For everyone asking whats up with $spom! When a stock goes down its because people sell for a reason. When it goes up more people buy then sell! 12 days till great earning! Do what you need. It's #1 on my list today and till earnings! For what ever that's worth! https://t.co/eM5nU7bod0,1.3240139851050885e+18,['$spom'],[],SPOM,2020,11,"['asking', 'whats', 'stock', 'goes', 'people', 'sell', 'reason', 'goes', 'people', 'buy', 'sell', 'days', 'till', 'great', 'earning', 'need', 'list', 'today', 'till', 'earnings', 'worth']",0.4611111111111112,2,2020-11-04,-0.2095
289,365,365,23681,23681,23681,23681,16.0,2020-11-04 16:40:17,AlexDelarge6553,@agahut $spom fine! 4 greens in a row days in a row. More green to come,1.3240287074015685e+18,['$spom'],[],SPOM,2020,11,"['fine', 'greens', 'row', 'days', 'row', 'green', 'come']",0.2736111111111112,2,2020-11-04,-0.2095
290,366,366,23683,23683,23683,23683,23.0,2020-11-04 15:45:24,AlexDelarge6553,First smart $spom er today follow this great guy!! https://t.co/zg5Eo9Qm95,1.3240148956129894e+18,['$spom'],[],SPOM,2020,11,"['smart', 'today', 'follow', 'great', 'guy']",0.4880952380952381,2,2020-11-04,-0.2095
291,367,367,23684,23684,23684,23684,27.0,2020-11-04 17:00:06,AlexDelarge6553,2nd smart $spom er today!! https://t.co/E8BorXV7JG,1.3240336913839022e+18,['$spom'],[],SPOM,2020,11,"['smart', 'today']",0.16741071428571427,2,2020-11-04,-0.2095
292,368,368,23685,23685,23685,23685,28.0,2020-11-04 03:48:54,AlexDelarge6553,@T_R_I_U_M_P_H @staguilar24 admit defeat so we cant win $spom was scarry with fake updates,1.3238345823791882e+18,['$spom'],[],SPOM,2020,11,"['admit', 'defeat', 'win', 'scarry', 'fake', 'updates']",0.15000000000000002,2,2020-11-04,-0.2095
293,369,369,23686,23686,23686,23686,30.0,2020-11-04 06:10:09,AlexDelarge6553,Go to bed!! trump wins!! now $spom hits 25 cents!! Rest! $spom week day 3! the big day! https://t.co/xXXVXV2hTY,1.3238701273649684e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['bed', 'trump', 'wins', 'hits', 'cents', 'rest', 'week', 'day', 'big', 'day']",0.5,2,2020-11-04,-0.2095
294,370,370,23687,23687,23687,23687,33.0,2020-11-04 06:26:01,AlexDelarge6553,@DanSorrell5 @RamroTrading its 8 pm lol where you are lolbuy $spom,1.3238741189834424e+18,['$spom'],[],SPOM,2020,11,"['lol', 'lolbuy']",0.8,2,2020-11-04,-0.2095
295,371,371,23688,23688,23688,23688,35.0,2020-11-04 15:36:12,AlexDelarge6553,@soupbone1965 4 greens in a row OTC takes profits $spom Not me!!,1.324012581003141e+18,['$spom'],[],SPOM,2020,11,"['greens', 'row', 'otc', 'takes', 'profits']",0.0,2,2020-11-04,-0.2095
296,372,372,23689,23689,23689,23689,38.0,2020-11-04 14:02:21,AlexDelarge6553,Wednesday greens plays1 $spom 2 $gmpw 3 $cbbt gut telling me big day4 $couv5 $brtxq https://t.co/VDr8XbnCzU,1.3239889593205596e+18,"['$spom', '$gmpw', '$cbbt', '$couv', '$brtxq']",[],SPOM,2020,11,"['wednesday', 'greens', 'plays', 'gut', 'telling', 'big', 'day']",0.0,2,2020-11-04,-0.2095
297,373,373,23692,23692,23692,23692,48.0,2020-11-04 07:06:41,AlexDelarge6553,Follow great Americans like @Melmtg she's awesome and throws the best $spom parties! https://t.co/5BfnFXgyaR,1.3238843541631222e+18,['$spom'],[],SPOM,2020,11,"['follow', 'great', 'americans', 'like', 'awesome', 'throws', 'best', 'parties']",0.9333333333333332,2,2020-11-04,-0.2095
298,374,374,23693,23693,23693,23693,2.0,2020-11-04 02:35:33,AlexDelarge6553,I refuse to type $spom will ne better with Biden! Refuse!! Just not sayin https://t.co/0KLbrkx6rm,1.3238161211375084e+18,['$spom'],[],SPOM,2020,11,"['refuse', 'type', 'better', 'biden', 'refuse', 'sayin']",0.9765625,2,2020-11-04,-0.2095
299,375,375,23694,23694,23694,23694,4.0,2020-11-03 21:04:35,AlexDelarge6553,Great day!! $spom green$gmpw big green!! Big boards life good!! Go Trump!! Enjoy your Tequila Tuesday!! Its a thing! For me any way!! Love you all!! https://t.co/qkMVNUtGcR,1.323732830090875e+18,"['$spom', '$gmpw']",[],SPOM,2020,11,"['great', 'day', 'green', 'big', 'green', 'big', 'boards', 'life', 'good', 'trump', 'enjoy', 'tequila', 'tuesday', 'thing', 'way', 'love']",0.4955357142857143,1,2020-11-03,0.0108
300,376,376,23695,23695,23695,23695,5.0,2020-11-04 02:42:16,AlexDelarge6553,100% Biden cant win! But Wednesday list1 $spom Trump anti Chinese 2 $spom Trump anti Chinese 3 $spom Trump anti Chinese https://t.co/Bhi252SC5I,1.3238178132582605e+18,"['$spom', '$spom', '$spom']",[],SPOM,2020,11,"['biden', 'win', 'wednesday', 'list', 'trump', 'anti', 'chinese', 'trump', 'anti', 'chinese', 'trump', 'anti', 'chinese']",0.25,2,2020-11-04,-0.2095
301,377,377,23696,23696,23696,23696,6.0,2020-11-04 01:48:02,AlexDelarge6553,Florida! Thank you for followimg my alert!! 1 $spom 2 $gmpw 3 Florida3 for 3 on alerts today!!,1.3238041632146104e+18,"['$spom', '$gmpw']",[],SPOM,2020,11,"['florida', 'thank', 'followimg', 'alert', 'florida', 'alerts', 'today']",0.0,2,2020-11-04,-0.2095
302,378,378,23697,23697,23697,23697,20.0,2020-11-03 19:48:29,AlexDelarge6553,Never buy in the AM always buy end of day tomorrow runners! 1 $spom 2 $gmpw Said this yesterday Tequila Tuesday! compounded with the Trump victory speech early tonight!!I'll be fun!! I'm apologizing in advance!! https://t.co/il1fxDVxSn,1.323713679330857e+18,"['$spom', '$gmpw']",[],SPOM,2020,11,"['buy', 'buy', 'end', 'day', 'tomorrow', 'runners', 'said', 'yesterday', 'tequila', 'tuesday', 'compounded', 'trump', 'victory', 'speech', 'early', 'tonight', 'fun', 'apologizing', 'advance']",0.4162109375,1,2020-11-03,0.0108
303,379,379,23698,23698,23698,23698,21.0,2020-11-03 20:55:49,AlexDelarge6553,6 min tomorrow gappers 1 $spom 2 $gmpwAdd these!! https://t.co/vb0EqilFRR,1.3237306241302774e+18,"['$spom', '$gmpwAdd']",[],SPOM,2020,11,"['min', 'tomorrow', 'gappers']",0.0,1,2020-11-03,0.0108
304,380,380,23699,23699,23699,23699,26.0,2020-11-04 01:45:37,AlexDelarge6553,Ok Trump win  Wednesday list!!1 $spom big day! 4 green in a row! Momentum! 2 $gmpw my new gem!!3 $cbbt its back. Fool a done selling4 $couv it's time clean5 $cyio covid 6 $egoc LAZAR 7 $xmet LAZAR real8 $shmn covid 9 $atvk ignore I'm adding 10 $gfmh its time https://t.co/dOuQUGtKLE,1.3238035580478628e+18,"['$spom', '$gmpw', '$cbbt', '$couv', '$cyio', '$egoc', '$xmet', '$shmn', '$atvk', '$gfmh']",[],SPOM,2020,11,"['trump', 'win', 'wednesday', 'list', 'big', 'day', 'green', 'row', 'momentum', 'new', 'gem', 'fool', 'selling', 'time', 'clean', 'covid', 'lazar', 'lazar', 'real', 'covid', 'ignore', 'adding', 'time']",0.1873106060606061,2,2020-11-04,-0.2095
305,381,381,23700,23700,23700,23700,34.0,2020-11-04 01:56:17,AlexDelarge6553,@paulabinvest @Guano146 did that fucker drop!! my biggest otc miss!! It's personal. i saw it green all day!!! $spom bling $gmpw focused https://t.co/sTVJrDCd4N,1.3238062386653307e+18,"['$spom', '$gmpw']",[],SPOM,2020,11,"['fucker', 'drop', 'biggest', 'otc', 'miss', 'personal', 'saw', 'green', 'day', 'bling', 'focused']",-0.1953125,2,2020-11-04,-0.2095
306,382,382,23701,23701,23701,23701,38.0,2020-11-04 03:03:52,AlexDelarge6553,Trump landslide $spom still awesome!! https://t.co/1PGRM08bni,1.3238232496047063e+18,['$spom'],[],SPOM,2020,11,"['trump', 'landslide', 'awesome']",1.0,2,2020-11-04,-0.2095
307,383,383,23703,23703,23703,23703,0.0,2020-11-03 15:08:50,AlexDelarge6553,@david_mccluskey That means independent and nonbias! $spom gold,1.3236433030284984e+18,['$spom'],[],SPOM,2020,11,"['means', 'independent', 'nonbias', 'gold']",0.0,1,2020-11-03,0.0108
308,384,384,23705,23705,23705,23705,2.0,2020-11-03 12:46:59,AlexDelarge6553,$spom week! day 2 Clearly the @timothysykes crew ruined the great start to $spom week!! Expect a good uptick today. $spom chatter and articles popping up!!! Party! feel good! https://t.co/Yn5LO5bXQw,1.3236076081509253e+18,"['$spom', '$spom', '$spom']",[],SPOM,2020,11,"['week', 'day', 'clearly', 'crew', 'ruined', 'great', 'start', 'week', 'expect', 'good', 'uptick', 'today', 'chatter', 'articles', 'popping', 'party', 'feel', 'good']",0.74375,1,2020-11-03,0.0108
309,385,385,23706,23706,23706,23706,3.0,2020-11-03 13:45:01,AlexDelarge6553,$spom er!! Follow good $spom ers!! https://t.co/Ozn5UowpDC,1.3236222112997908e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['follow', 'good', 'ers']",1.0,1,2020-11-03,0.0108
310,386,386,23708,23708,23708,23708,8.0,2020-11-03 19:09:55,AlexDelarge6553,@Mdw37683404 @RCave771 Ive always said 3rd great and 4th we knock it out the park! $spom love here. And ive been wrong before. https://t.co/GxNRIWGljK,1.3237039754729595e+18,['$spom'],[],SPOM,2020,11,"['ive', 'said', 'great', 'knock', 'park', 'love', 'ive', 'wrong']",0.25,1,2020-11-03,0.0108
311,387,387,23709,23709,23709,23709,9.0,2020-11-03 14:27:14,AlexDelarge6553,https://t.co/WSTtvTPSBG$spom gapping!! Pre-market!! new eyes.READ!! KNOW WHAT YOU OWN!!Take a few minutes this sums up the short life of $spom This is only the 3rd ER and with the growth PRs Im expecting massive compared to the 4.7 million in revs 2nd Qtr 800k was profit!!,1.323632833697665e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['gapping', 'pre', 'market', 'new', 'eyes', 'read', 'know', 'minutes', 'sums', 'short', 'life', 'growth', 'prs', 'expecting', 'massive', 'compared', 'million', 'revs', 'qtr', 'profit']",0.001866883116883112,1,2020-11-03,0.0108
312,388,388,23710,23710,23710,23710,10.0,2020-11-03 13:13:20,AlexDelarge6553,Love $spom excitement!! https://t.co/IhpZH2xSWL,1.3236142393455657e+18,['$spom'],[],SPOM,2020,11,"['love', 'excitement']",0.78125,1,2020-11-03,0.0108
313,389,389,23712,23712,23712,23712,13.0,2020-11-03 13:42:51,AlexDelarge6553,$spom Strong buy!! great earning expected Nov 16th. 13 days from now!!!! https://t.co/jouWvqEERy,1.3236216660653916e+18,['$spom'],[],SPOM,2020,11,"['strong', 'buy', 'great', 'earning', 'expected', 'nov', 'days']",0.41098090277777777,1,2020-11-03,0.0108
314,390,390,23715,23715,23715,23715,16.0,2020-11-03 14:57:53,AlexDelarge6553,@david_mccluskey @andycmeyersgma1 That would put $spom in dollars and a great business move,1.3236405498622648e+18,['$spom'],[],SPOM,2020,11,"['dollars', 'great', 'business']",0.8,1,2020-11-03,0.0108
315,391,391,23716,23716,23716,23716,17.0,2020-11-03 12:18:47,AlexDelarge6553,$spom eyes are on this!  Great read 10 bagger agreed! https://t.co/7zBqdODqXZ,1.3236005086958387e+18,['$spom'],[],SPOM,2020,11,"['eyes', 'great', 'read', 'bagger', 'agreed']",1.0,1,2020-11-03,0.0108
316,392,392,23717,23717,23717,23717,19.0,2020-11-03 18:52:17,AlexDelarge6553,@Mdw37683404 the $spom chart looks pretty good and repeating. maybe itll do better. OTC is Quite the fickle bitch. go $spom,1.3236995390570086e+18,"['$spom', '$spom']",[],SPOM,2020,11,"['chart', 'looks', 'pretty', 'good', 'repeating', 'maybe', 'itll', 'better', 'otc', 'fickle', 'bitch']",0.4833333333333333,1,2020-11-03,0.0108
