,level_0,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,original_index,date,screen_name,tweet,tweet_id,cashtag,hashtag,primary_cashtag,year,month,tokens,Polarity,weekday,date_only,stock_price_change
159,206,206,25150,25150,25150,25150,41.0,2020-10-09 13:36:58,AlexDelarge6553,23 days till $spom week load all before November. Earnings the 16th!!! Be a $spom er!! https://t.co/n751QPQdrE,1.3145604868144742e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['days', 'till', 'week', 'load', 'november', 'earnings']",0.0,4,2020-10-09,-0.0285
160,207,207,25165,25165,25165,25165,16.0,2020-10-08 15:24:44,AlexDelarge6553,@Shauna92118487 $spom https://t.co/u0HclJdeZQ,1.314225221373698e+18,['$spom'],[],SPOM,2020,10,[],0.0,3,2020-10-08,0.0093
161,208,208,25187,25187,25187,25187,2.0,2020-10-08 00:30:24,AlexDelarge6553,My list of long holds1 $spom.2 $Paso3 $enzc 4 $hdii5 $egyf 6 $ipnff7 $dsgt 8 $bsrc 9 $rgnp 10 $jada11 $adgs 12 $aimh 13 $vrus 14 $rvvtf 15 $tlss,1.3140001554990858e+18,"['$spom', '$Paso', '$enzc', '$hdii', '$egyf', '$ipnff', '$dsgt', '$bsrc', '$rgnp', '$jada', '$adgs', '$aimh', '$vrus', '$rvvtf', '$tlss']",[],SPOM,2020,10,"['list', 'long', 'holds']",-0.05,3,2020-10-08,0.0093
162,209,209,25196,25196,25196,25196,20.0,2020-10-07 22:09:27,AlexDelarge6553,@OTCbigplays itll keep stepping $spom,1.3139646851972997e+18,['$spom'],[],SPOM,2020,10,"['itll', 'stepping']",0.0,2,2020-10-07,-0.0817
163,210,210,25197,25197,25197,25197,26.0,2020-10-07 23:22:31,AlexDelarge6553,$spom @Shauna92118487 https://t.co/6ee7Y6cwGt,1.31398306933504e+18,['$spom'],[],SPOM,2020,10,[],0.0,2,2020-10-07,-0.0817
164,211,211,25200,25200,25200,25200,30.0,2020-10-08 13:00:49,AlexDelarge6553,24 days till $spom week load up you'll be happy!! Cheap levels. https://t.co/CtXJxlNR9h,1.3141890012560384e+18,['$spom'],[],SPOM,2020,10,"['days', 'till', 'week', 'load', 'happy', 'cheap', 'levels']",0.7,3,2020-10-08,0.0093
165,212,212,25204,25204,25204,25204,36.0,2020-10-08 14:03:58,AlexDelarge6553,holy hell cheap $spom someone dropped a bunch ill pick those up!! https://t.co/xKco300yi7,1.3142048958057267e+18,['$spom'],[],SPOM,2020,10,"['holy', 'hell', 'cheap', 'dropped', 'bunch', 'ill', 'pick']",-0.190625,3,2020-10-08,0.0093
166,213,213,25226,25226,25226,25226,18.0,2020-10-07 15:52:19,AlexDelarge6553,25 days till $spom week!! Only 11 cents up from .06 last week!! Load now for minimum of 200% gains going into earning!!! https://t.co/91cVTBdiI4,1.3138697749469962e+18,['$spom'],[],SPOM,2020,10,"['days', 'till', 'week', 'cents', 'week', 'load', 'minimum', 'gains', 'going', 'earning']",0.0,2,2020-10-07,-0.0817
167,214,214,25229,25229,25229,25229,21.0,2020-10-07 17:43:06,AlexDelarge6553,Its almost time to $spom!! Are you a $spom er? https://t.co/re30Q6Gf6A,1.3138976530051525e+18,"['$spom', '$spom']",[],SPOM,2020,10,['time'],0.0,2,2020-10-07,-0.0817
168,215,215,25239,25239,25239,25239,37.0,2020-10-07 18:02:47,AlexDelarge6553,@HoffaJerome itll come $spom $adgs both merged this year. busy year,1.3139026062642176e+18,"['$spom', '$adgs']",[],SPOM,2020,10,"['itll', 'come', 'merged', 'year', 'busy', 'year']",0.1,2,2020-10-07,-0.0817
169,216,216,25248,25248,25248,25248,0.0,2020-10-06 14:48:29,AlexDelarge6553,6 geens in a row for $spom perfect time to add on this little red!! $spom party in 26 days be a $spom er!! https://t.co/epWc02EJuW,1.313491322959995e+18,"['$spom', '$spom', '$spom']",[],SPOM,2020,10,"['geens', 'row', 'perfect', 'time', 'add', 'little', 'red', 'party', 'days']",0.2708333333333333,1,2020-10-06,-0.0192
170,217,217,25250,25250,25250,25250,3.0,2020-10-06 17:50:01,AlexDelarge6553,@Stuckholder1 @LesleyRHafalia @Backstabbed14 $spom can bring us together!! https://t.co/OyDmNuWXWx,1.3135370076545966e+18,['$spom'],[],SPOM,2020,10,['bring'],0.0,1,2020-10-06,-0.0192
171,218,218,25254,25254,25254,25254,10.0,2020-10-06 16:16:38,AlexDelarge6553,LAST OF THE $SPOM REDS BEFORE GREEN!! BUY THE RED!!! https://t.co/kxYQblL8wb,1.3135135061809152e+18,['$SPOM'],[],SPOM,2020,10,"['reds', 'green', 'buy', 'red']",-0.10416666666666667,1,2020-10-06,-0.0192
172,219,219,25269,25269,25269,25269,34.0,2020-10-06 16:23:39,AlexDelarge6553,@Shauna92118487 ITS ALMOST THAT TIME AGAIN!!! $SPOM TIME!!! WE NEVER FORGET!! https://t.co/ajvWnPWywt,1.313515270670086e+18,['$SPOM'],[],SPOM,2020,10,"['time', 'time', 'forget']",0.0,1,2020-10-06,-0.0192
173,220,220,25270,25270,25270,25270,36.0,2020-10-06 18:46:00,AlexDelarge6553,OK $spom ers lets get this green!! need your help! im tapped!! lets get 7 greens in a row! https://t.co/T13oI1KSDv,1.3135510958773166e+18,['$spom'],[],SPOM,2020,10,"['ers', 'lets', 'green', 'need', 'help', 'tapped', 'lets', 'greens', 'row']",-0.1314697265625,1,2020-10-06,-0.0192
174,221,221,25272,25272,25272,25272,39.0,2020-10-06 16:27:26,AlexDelarge6553,$SPOM GREEN 7 DAYS IN A ROW!! WONDER WHY? COME ON BE A $SPOM ER!!! THE BEST PARTY 4 TIMES A YEAR!! NOV 2ND TO 16TH!! TWO WEEK EVENT!! https://t.co/CruXEM77Kx,1.313516223053914e+18,"['$SPOM', '$SPOM']",[],SPOM,2020,10,"['green', 'days', 'row', 'wonder', 'come', 'best', 'party', 'times', 'year', 'nov', 'week', 'event']",0.1298828125,1,2020-10-06,-0.0192
175,222,222,25290,25290,25290,25290,19.0,2020-10-06 10:20:43,AlexDelarge6553,26 days till $spom week 6 green days in a row!! Up trend continues!! Load up well before November 2nd thru 16th!! The sooner the cheaper!! https://t.co/F92O4GMWRx,1.3134239350322504e+18,['$spom'],[],SPOM,2020,10,"['days', 'till', 'week', 'green', 'days', 'row', 'trend', 'continues', 'load', 'november', 'sooner', 'cheaper']",-0.244140625,1,2020-10-06,-0.0192
176,223,223,25300,25300,25300,25300,36.0,2020-10-06 02:46:40,AlexDelarge6553,$spom week fun!! https://t.co/hDPvgvcR9B,1.313309671973892e+18,['$spom'],[],SPOM,2020,10,"['week', 'fun']",0.46875,1,2020-10-06,-0.0192
177,224,224,25323,25323,25323,25323,19.0,2020-10-05 20:10:58,AlexDelarge6553,Alway give back traders good karma pays!! Click and give takes 30 seconds almost 5k in doantions let make money and KILL CANCER! Go $spom $enzc $byoc $dsgt $abce ext.. https://t.co/D5DXg5Jjfw,1.313210090720297e+18,"['$spom', '$enzc', '$byoc', '$dsgt', '$abce']",[],SPOM,2020,10,"['alway', 'traders', 'good', 'karma', 'pays', 'click', 'takes', 'seconds', 'doantions', 'let', 'money', 'kill', 'cancer', 'ext']",0.5,0,2020-10-05,0.0127
178,225,225,25338,25338,25338,25338,40.0,2020-10-05 19:07:30,AlexDelarge6553,@colpumpkinhead yes that's defiantly more like what im looking for!!  $spom plane paid for buy $enzc and $spom!!,1.3131941194817004e+18,"['$spom', '$enzc', '$spom']",[],SPOM,2020,10,"['yes', 'defiantly', 'like', 'looking', 'plane', 'paid', 'buy']",1.0,0,2020-10-05,0.0127
179,226,226,25339,25339,25339,25339,42.0,2020-10-05 22:05:39,AlexDelarge6553,@OTCbigplays green on no volume good 6 greens in a row good PRs bring volume and $spom is PR due!!,1.3132389529844122e+18,['$spom'],[],SPOM,2020,10,"['green', 'volume', 'good', 'greens', 'row', 'good', 'prs', 'bring', 'volume']",0.251171875,0,2020-10-05,0.0127
180,227,227,25340,25340,25340,25340,43.0,2020-10-05 19:04:47,AlexDelarge6553,@colpumpkinhead I need a bigger one! Im taking all the $spom ers to vagas. they dont know it yet!! so shhh https://t.co/ulNSoi6g5E,1.3131934338137252e+18,['$spom'],[],SPOM,2020,10,"['need', 'bigger', 'taking', 'ers', 'vagas', 'dont', 'know', 'shhh']",0.0,0,2020-10-05,0.0127
181,228,228,25351,25351,25351,25351,9.0,2020-10-05 14:38:56,AlexDelarge6553,$spom chart shows back to. 30 cents every earnings!! You tell me is 200% good in 30 days! https://t.co/AphMhEyuO5,1.313126529644335e+18,['$spom'],[],SPOM,2020,10,"['chart', 'shows', 'cents', 'earnings', 'tell', 'good', 'days']",0.4375,0,2020-10-05,0.0127
182,229,229,25354,25354,25354,25354,12.0,2020-10-05 17:51:02,AlexDelarge6553,@julesintheburg9 Nov 16th $spom earnings,1.3131748760275804e+18,['$spom'],[],SPOM,2020,10,"['nov', 'earnings']",0.0,0,2020-10-05,0.0127
183,230,230,25364,25364,25364,25364,23.0,2020-10-05 16:14:44,AlexDelarge6553,$spom er im loving the $spom steps https://t.co/lfAcPgyGqN,1.3131506414103798e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['loving', 'steps']",0.6,0,2020-10-05,0.0127
184,231,231,25374,25374,25374,25374,34.0,2020-10-05 14:32:56,AlexDelarge6553,Ok we need some more $spom ers lets see 13 cents today! For 6 greens in a row!! https://t.co/LlPIizynWk,1.3131250215361372e+18,['$spom'],[],SPOM,2020,10,"['need', 'ers', 'lets', 'cents', 'today', 'greens', 'row']",0.73828125,0,2020-10-05,0.0127
185,232,232,25380,25380,25380,25380,41.0,2020-10-05 16:15:49,AlexDelarge6553,Be honest! Any new $spom ers today!! we want you!! https://t.co/d7xdTVw7LH,1.3131509110663946e+18,['$spom'],[],SPOM,2020,10,"['honest', 'new', 'ers', 'today', 'want']",0.5414595170454546,0,2020-10-05,0.0127
186,233,233,25383,25383,25383,25383,44.0,2020-10-05 14:46:46,AlexDelarge6553,This guy knows $spom!! follow smart people!! https://t.co/h7CGS2aiP3,1.3131285046371656e+18,['$spom'],[],SPOM,2020,10,"['guy', 'knows', 'follow', 'smart', 'people']",0.3348214285714285,0,2020-10-05,0.0127
187,234,234,25393,25393,25393,25393,10.0,2020-10-05 12:15:42,AlexDelarge6553,Today we go for 9 green days in a row. My best is 10 futures up! The President is tweeting like crazy!! $spom $enzc $byoc $dsgt $abce $egyf $Jada $hdii $ipnff i See massive gains today!! Hope we all prosper!! https://t.co/y5YeZifGUz,1.3130904865555497e+18,"['$spom', '$enzc', '$byoc', '$dsgt', '$abce', '$egyf', '$Jada', '$hdii', '$ipnff']",[],SPOM,2020,10,"['today', 'green', 'days', 'row', 'best', 'futures', 'president', 'tweeting', 'like', 'crazy', 'massive', 'gains', 'today', 'hope', 'prosper']",-0.03437499999999999,0,2020-10-05,0.0127
188,235,235,25394,25394,25394,25394,14.0,2020-10-05 11:47:49,AlexDelarge6553,27 days till $spom week! Load at these levels you will be happy!! https://t.co/iIg4CogSij,1.3130834668886794e+18,['$spom'],[],SPOM,2020,10,"['days', 'till', 'week', 'load', 'levels', 'happy']",1.0,0,2020-10-05,0.0127
189,255,255,25470,25470,25470,25470,0.0,2020-10-02 19:42:32,AlexDelarge6553,$spom 11s yay!! i love $spom https://t.co/HyUzkfZA90,1.312115771103834e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['yay', 'love']",0.5,4,2020-10-02,0.067
190,256,256,25471,25471,25471,25471,3.0,2020-10-02 19:48:13,AlexDelarge6553,A few buy!! $spom hit .12 !!! https://t.co/Z3pEjHsACo,1.3121172016928932e+18,['$spom'],[],SPOM,2020,10,"['buy', 'hit']",-0.6103515625,4,2020-10-02,0.067
191,257,257,25472,25472,25472,25472,4.0,2020-10-02 20:53:47,AlexDelarge6553,@Shauna92118487 $spom we need you!! https://t.co/OB47yPvZ5F,1.3121337030578586e+18,['$spom'],[],SPOM,2020,10,['need'],0.0,4,2020-10-02,0.067
192,258,258,25479,25479,25479,25479,17.0,2020-10-02 20:46:11,AlexDelarge6553,$spom swept the week green!! You know why? Because massive earnings coming!! wouldn't it be fun if they drop early!! what would we do? I see them coming early! https://t.co/TVZDScV820,1.3121317898177372e+18,['$spom'],[],SPOM,2020,10,"['swept', 'week', 'green', 'know', 'massive', 'earnings', 'coming', 'wouldn', 'fun', 'drop', 'early', 'coming', 'early']",0.05375,4,2020-10-02,0.067
193,259,259,25483,25483,25483,25483,22.0,2020-10-02 20:58:55,AlexDelarge6553,@Shauna92118487 5 greens in a row 45 days before earnings $spom ! I'm loading more of the bad word stock Monday and theyll  both run good!! $spom and $tl**. filings due the same day! combo run!! like before!! https://t.co/gCm8qATpPT,1.3121349947231068e+18,"['$spom', '$spom', '$tl']",[],SPOM,2020,10,"['greens', 'row', 'days', 'earnings', 'loading', 'bad', 'word', 'stock', 'monday', 'theyll', 'run', 'good', 'filings', 'day', 'combo', 'run', 'like']",0.13500000000000004,4,2020-10-02,0.067
194,260,260,25486,25486,25486,25486,25.0,2020-10-02 20:20:17,AlexDelarge6553,@OTCbigplays itll be a slow ride up with one major green day coming $spom rolls,1.3121252705857946e+18,['$spom'],[],SPOM,2020,10,"['itll', 'slow', 'ride', 'major', 'green', 'day', 'coming', 'rolls']",-0.14583333333333334,4,2020-10-02,0.067
195,261,261,25487,25487,25487,25487,32.0,2020-10-02 20:55:50,AlexDelarge6553,@magnix2k are you a $spom er?,1.3121342183071048e+18,['$spom'],[],SPOM,2020,10,[],0.0,4,2020-10-02,0.067
196,263,263,25496,25496,25496,25496,43.0,2020-10-02 20:32:59,AlexDelarge6553,$spom 3 very focused on the coming weeks of $spom https://t.co/BVpdoSDBOF,1.3121284689356022e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['focused', 'coming', 'weeks']",0.2,4,2020-10-02,0.067
197,266,266,25501,25501,25501,25501,48.0,2020-10-02 20:34:38,AlexDelarge6553,$spom 2 is a little nervious and the $spom party. He dont like noise!! But I do!! https://t.co/jjIpiveZYE,1.3121288848469402e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['little', 'nervious', 'party', 'dont', 'like', 'noise']",-0.457763671875,4,2020-10-02,0.067
198,267,267,25506,25506,25506,25506,5.0,2020-10-02 18:35:11,AlexDelarge6553,$spom is close to hitting 12 cents today!! Just a few shares bought this will soar!! Get yoir $spom cheap now! https://t.co/52O7w9dI69,1.3120988208224297e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['close', 'hitting', 'cents', 'today', 'shares', 'bought', 'soar', 'yoir', 'cheap']",0.09375,4,2020-10-02,0.067
199,268,268,25511,25511,25511,25511,12.0,2020-10-02 18:40:46,AlexDelarge6553,@TradersDesk PR  growth news is due!! $spom jumps real real fast,1.3121002285777265e+18,['$spom'],[],SPOM,2020,10,"['growth', 'news', 'jumps', 'real', 'real', 'fast']",0.05234375000000002,4,2020-10-02,0.067
200,269,269,25515,25515,25515,25515,18.0,2020-10-02 18:51:02,AlexDelarge6553,@Mdw37683404 agreed would be great to investigate and get $spom office pics,1.312102809777578e+18,['$spom'],[],SPOM,2020,10,"['agreed', 'great', 'investigate', 'office', 'pics']",0.8,4,2020-10-02,0.067
201,270,270,25516,25516,25516,25516,19.0,2020-10-02 18:49:44,AlexDelarge6553,$spom smart https://t.co/fFQhKCOzlr,1.3121024845680108e+18,['$spom'],[],SPOM,2020,10,['smart'],0.21428571428571427,4,2020-10-02,0.067
202,271,271,25520,25520,25520,25520,28.0,2020-10-02 19:19:16,AlexDelarge6553,@nvays yep $spom love and trends saying since .06 cents 10 now next 15 etc,1.3121099152933765e+18,['$spom'],[],SPOM,2020,10,"['yep', 'love', 'trends', 'saying', 'cents']",0.25,4,2020-10-02,0.067
203,272,272,25521,25521,25521,25521,29.0,2020-10-02 19:23:20,AlexDelarge6553,@nvays And now back up $spom https://t.co/rB2aI8Jjfk,1.3121109405490708e+18,['$spom'],[],SPOM,2020,10,[],0.0,4,2020-10-02,0.067
204,273,273,25522,25522,25522,25522,30.0,2020-10-02 18:46:33,AlexDelarge6553,@TradersDesk $spom right,1.312101681870463e+18,['$spom'],[],SPOM,2020,10,['right'],0.2857142857142857,4,2020-10-02,0.067
205,274,274,25524,25524,25524,25524,32.0,2020-10-02 18:58:22,AlexDelarge6553,$spom chart!! 5 days green 45 days from earnings!! You see the trends to 30 cents minimum!! https://t.co/xHu1ggBvx2,1.3121046563491922e+18,['$spom'],[],SPOM,2020,10,"['chart', 'days', 'green', 'days', 'earnings', 'trends', 'cents', 'minimum']",-0.48828125,4,2020-10-02,0.067
206,275,275,25530,25530,25530,25530,39.0,2020-10-02 18:38:01,AlexDelarge6553,Price of $spom is going up in china!! $spom did this for me at these levels! 6 monthe ago! https://t.co/q3lDzm4vlB,1.3120995361987502e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['price', 'going', 'china', 'levels', 'monthe', 'ago']",0.0,4,2020-10-02,0.067
207,276,276,25532,25532,25532,25532,41.0,2020-10-02 17:57:22,AlexDelarge6553,$spom dropping dimes .06 to 10 cents this week!! https://t.co/DUbRoAcPRE,1.3120893073189765e+18,['$spom'],[],SPOM,2020,10,"['dropping', 'dimes', 'cents', 'week']",0.0,4,2020-10-02,0.067
208,277,277,25534,25534,25534,25534,43.0,2020-10-02 18:32:29,AlexDelarge6553,$SPOM ERS!! https://t.co/VJo4d0pdIa,1.3120981419408466e+18,['$SPOM'],[],SPOM,2020,10,['ers'],0.0,4,2020-10-02,0.067
209,278,278,25537,25537,25537,25537,46.0,2020-10-02 18:32:14,AlexDelarge6553,@KQnews FIRST STEP. 15 CENTS NEXT!! $SPOM WEEKS COMING!!,1.3120980778140918e+18,['$SPOM'],[],SPOM,2020,10,"['step', 'cents', 'weeks', 'coming']",0.125,4,2020-10-02,0.067
210,279,279,25542,25542,25542,25542,3.0,2020-10-02 05:15:54,AlexDelarge6553,ok did i just see Trump has covid? cab this be true? go $spom,1.3118976741914583e+18,['$spom'],[],SPOM,2020,10,"['trump', 'covid', 'cab', 'true']",0.425,4,2020-10-02,0.067
211,280,280,25545,25545,25545,25545,13.0,2020-10-02 03:39:53,AlexDelarge6553,@AKATITUS1 @Guano146 @meihuaxu I stopped naming things $spom lately we need a run and updates,1.3118735108018463e+18,['$spom'],[],SPOM,2020,10,"['stopped', 'naming', 'things', 'lately', 'need', 'run', 'updates']",-0.3,4,2020-10-02,0.067
212,281,281,25551,25551,25551,25551,32.0,2020-10-02 14:22:17,AlexDelarge6553,31 days till $spom weeks November 2nd thru 16th!! Load cheap! Before the party!! https://t.co/RSIewDyh79,1.3120351796791583e+18,['$spom'],[],SPOM,2020,10,"['days', 'till', 'weeks', 'november', 'load', 'cheap', 'party']",0.390625,4,2020-10-02,0.067
213,282,282,25558,25558,25558,25558,45.0,2020-10-02 14:39:58,AlexDelarge6553,@Rvic74 look at the chart 25 cents to 60 plus? $spom is low,1.3120396287660974e+18,['$spom'],[],SPOM,2020,10,"['look', 'chart', 'cents', 'plus', 'low']",0.0,4,2020-10-02,0.067
214,283,283,25563,25563,25563,25563,5.0,2020-10-02 02:18:40,AlexDelarge6553,$spom poll learn! https://t.co/9ntIGpnQlX,1.311853074382762e+18,['$spom'],[],SPOM,2020,10,"['poll', 'learn']",0.0,4,2020-10-02,0.067
215,284,284,25566,25566,25566,25566,11.0,2020-10-01 16:59:55,AlexDelarge6553,@tradercat__ I can see why youd say that. $spom will go up 200% minimum over the next 45 days,1.311712458252464e+18,['$spom'],[],SPOM,2020,10,"['youd', 'minimum', 'days']",0.0,3,2020-10-01,0.0889
216,285,285,25567,25567,25567,25567,12.0,2020-10-01 19:28:23,AlexDelarge6553,@TheChaseGroup1 happens every qtr!! $spom is a great buy under a dime!!,1.3117498216493548e+18,['$spom'],[],SPOM,2020,10,"['happens', 'qtr', 'great', 'buy', 'dime']",1.0,3,2020-10-01,0.0889
217,286,286,25568,25568,25568,25568,14.0,2020-10-02 01:34:38,AlexDelarge6553,@Guano146 @meihuaxu I've owned $spom sense day one! Millions of shares,1.311841993958531e+18,['$spom'],[],SPOM,2020,10,"['owned', 'sense', 'day', 'millions', 'shares']",0.0,4,2020-10-02,0.067
218,287,287,25572,25572,25572,25572,18.0,2020-10-01 19:46:00,AlexDelarge6553,$spom again get the last of under 10 cent $spoms you see where this goes! EVERYTIME! https://t.co/6YE5CB7FZG,1.3117542548567286e+18,"['$spom', '$spoms']",[],SPOM,2020,10,"['cent', 'goes', 'everytime']",0.0,3,2020-10-01,0.0889
219,288,288,25575,25575,25575,25575,22.0,2020-10-01 21:07:33,AlexDelarge6553,@Guano146 not bad!! under 10 cent $spom i hope!,1.3117747796288348e+18,['$spom'],[],SPOM,2020,10,"['bad', 'cent', 'hope']",0.5,3,2020-10-01,0.0889
220,289,289,25577,25577,25577,25577,24.0,2020-10-02 01:37:26,AlexDelarge6553,@Guano146 @meihuaxu House on a lake. I named $spom lake!,1.3118426964122296e+18,['$spom'],[],SPOM,2020,10,"['house', 'lake', 'named', 'lake']",0.0,4,2020-10-02,0.067
221,290,290,25583,25583,25583,25583,31.0,2020-10-02 01:39:22,AlexDelarge6553,@StuffRunning @meihuaxu 2 million shares post merger at 8 cents ran to 60 cents life changing. A otc merger that actually happened! $spom long strong add dips sell small on dips and repeat,1.3118431815462052e+18,['$spom'],[],SPOM,2020,10,"['million', 'shares', 'post', 'merger', 'cents', 'ran', 'cents', 'life', 'changing', 'otc', 'merger', 'actually', 'happened', 'long', 'strong', 'add', 'dips', 'sell', 'small', 'dips', 'repeat']",0.033333333333333326,4,2020-10-02,0.067
222,291,291,25586,25586,25586,25586,36.0,2020-10-01 17:46:31,AlexDelarge6553,LOOK AT THIS $SPOM POLL LOAD UP 31 DAYS TILL THE $SPOM WEEKS PARTY!! NOV 2ND THRU 16TH https://t.co/9ntIGpnQlX,1.3117241884413788e+18,"['$SPOM', '$SPOM']",[],SPOM,2020,10,"['look', 'poll', 'load', 'days', 'till', 'weeks', 'party', 'nov']",0.0,3,2020-10-01,0.0889
223,292,292,25590,25590,25590,25590,40.0,2020-10-01 18:03:22,AlexDelarge6553,@babarahmednyc @Brent41988196 CHOOSE YOUR EXIT ALWAYS TAKE PROFITS $SPOM,1.3117284278131753e+18,['$SPOM'],[],SPOM,2020,10,"['choose', 'exit', 'profits']",0.0,3,2020-10-01,0.0889
224,293,293,25591,25591,25591,25591,42.0,2020-10-02 01:29:35,AlexDelarge6553,$spom lake on a cool night!! Bought and paid for buy $spom thank you @meihuaxu https://t.co/w4GSgvIUrm,1.3118407204966031e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['lake', 'cool', 'night', 'bought', 'paid', 'buy', 'thank']",0.546875,4,2020-10-02,0.067
225,294,294,25599,25599,25599,25599,5.0,2020-10-01 12:17:24,AlexDelarge6553,@Shauna92118487 $spom weeks cometh!! November 2n thru 16th https://t.co/ng3nBLwrbP,1.3116413622746235e+18,['$spom'],[],SPOM,2020,10,"['weeks', 'cometh', 'november']",0.0,3,2020-10-01,0.0889
226,295,295,25605,25605,25605,25605,11.0,2020-10-01 12:21:14,AlexDelarge6553,@Shauna92118487 under 10 cents $spom sale!! easy 150% to 400% 45 days check the chart every earnings,1.3116423257566454e+18,['$spom'],[],SPOM,2020,10,"['cents', 'sale', 'easy', 'days', 'check', 'chart', 'earnings']",0.43333333333333335,3,2020-10-01,0.0889
227,296,296,25608,25608,25608,25608,17.0,2020-10-01 15:59:43,AlexDelarge6553,@Foti65468704 hows led pipe lock $spom doing?,1.3116973082627277e+18,['$spom'],[],SPOM,2020,10,"['hows', 'led', 'pipe', 'lock']",0.0,3,2020-10-01,0.0889
228,297,297,25610,25610,25610,25610,20.0,2020-10-01 12:52:31,AlexDelarge6553,@HereFor96433082 fell a little short! with great $spom earnings which will continue to grow!! $spom lone here,1.3116501999038917e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['fell', 'little', 'short', 'great', 'earnings', 'continue', 'grow', 'lone']",0.2708333333333333,3,2020-10-01,0.0889
229,298,298,25611,25611,25611,25611,21.0,2020-10-01 12:32:55,AlexDelarge6553,@Shauna92118487 Finish that $spom chart! https://t.co/BFFar0Mkmf,1.3116452686900552e+18,['$spom'],[],SPOM,2020,10,"['finish', 'chart']",0.0,3,2020-10-01,0.0889
230,299,299,25612,25612,25612,25612,23.0,2020-10-01 16:08:40,AlexDelarge6553,wonder who's buying all these .0999 cent $spom remember these levels in 30 days!! https://t.co/hQ88TKZms7,1.3116995637036687e+18,['$spom'],[],SPOM,2020,10,"['wonder', 'buying', 'cent', 'remember', 'levels', 'days']",0.0,3,2020-10-01,0.0889
231,300,300,25614,25614,25614,25614,25.0,2020-10-01 03:43:08,AlexDelarge6553,@WcBcPunk @Mdw37683404 @allizzzzzwelll @lumpytrades ya well we can hope $spom on-time delivery,1.3115119426459077e+18,['$spom'],[],SPOM,2020,10,"['hope', 'time', 'delivery']",0.0,3,2020-10-01,0.0889
232,301,301,25620,25620,25620,25620,33.0,2020-10-01 16:33:50,AlexDelarge6553,@bwalk76 under 10 cents $spom s you cant beat!! you know the game,1.3117058974591631e+18,['$spom'],[],SPOM,2020,10,"['cents', 'beat', 'know', 'game']",-0.4,3,2020-10-01,0.0889
233,302,302,25621,25621,25621,25621,34.0,2020-10-01 11:59:36,AlexDelarge6553,32 to days till $spom weeks!! the rise has begun whats your entry point the earlier the better!! right now under 10 cents $spom is a quadruple up. the chart shows the minimum run to 40 cents into earnings!! https://t.co/5XRy5fP71K,1.31163688083277e+18,"['$spom', '$spom']",[],SPOM,2020,10,"['days', 'till', 'weeks', 'rise', 'begun', 'whats', 'entry', 'point', 'earlier', 'better', 'right', 'cents', 'quadruple', 'chart', 'shows', 'minimum', 'run', 'cents', 'earnings']",0.4092261904761905,3,2020-10-01,0.0889
234,303,303,25623,25623,25623,25623,38.0,2020-10-01 16:17:59,AlexDelarge6553,Just for kicks i have a $spom order at .09 bet it fills!! https://t.co/cZFhsvDeNX,1.3117019063020872e+18,['$spom'],[],SPOM,2020,10,"['kicks', 'order', 'bet', 'fills']",0.0,3,2020-10-01,0.0889
235,304,304,25626,25626,25626,25626,43.0,2020-10-01 03:28:55,AlexDelarge6553,@mikhail1973 $spom $abce will help your pain,1.3115083644389663e+18,"['$spom', '$abce']",[],SPOM,2020,10,"['help', 'pain']",0.0,3,2020-10-01,0.0889
236,305,305,25629,25629,25629,25629,49.0,2020-10-01 16:25:08,AlexDelarge6553,@bwalk76 you know we'll get there or ill die trying!! $spom dollar 2021 at some point!! https://t.co/XMXlYoCOiH,1.3117037073949e+18,['$spom'],[],SPOM,2020,10,"['know', 'ill', 'die', 'trying', 'dollar', 'point']",-1.0,3,2020-10-01,0.0889
237,306,306,25630,25630,25630,25630,1.0,2020-10-01 01:24:03,AlexDelarge6553,@999Stacey999 bought 170k shares today and will every day under 10 cents $spom,1.3114769428525752e+18,['$spom'],[],SPOM,2020,10,"['bought', 'shares', 'today', 'day', 'cents']",0.0,3,2020-10-01,0.0889
238,307,307,25635,25635,25635,25635,10.0,2020-10-01 02:15:21,AlexDelarge6553,$spom poll! Do you?,1.311489851863249e+18,['$spom'],[],SPOM,2020,10,['poll'],0.0,3,2020-10-01,0.0889
239,308,308,25636,25636,25636,25636,11.0,2020-10-01 02:36:28,AlexDelarge6553,@jsvd87 yes good rule! $spom i like this stock,1.3114951653544305e+18,['$spom'],[],SPOM,2020,10,"['yes', 'good', 'rule', 'like', 'stock']",0.875,3,2020-10-01,0.0889
240,309,309,25637,25637,25637,25637,13.0,2020-10-01 02:35:33,AlexDelarge6553,@Mdw37683404 @Mutairu32459371 earnings due  same day as $spom,1.3114949343488246e+18,['$spom'],[],SPOM,2020,10,"['earnings', 'day']",-0.0625,3,2020-10-01,0.0889
